TMSim_D,TMSim_H,,FSCA_Year,FSCA_D,FSCA_H,,Uconn_D,U-Conn_H,BCI_D,BCI_H,WES_D,WES_H,UF_D,UF_H
2162,4.41,,,,,,,,,,,,,
2163,4.41,,,,,,,,,,,,,
2164,4.409,,,,,,,,,,,,,
2165,4.409,,,,,,,,,,,,,
2166,4.409,,,,,,,,,,,,,
2167,4.408,,,,,,,,,,,,,
2168,4.408,,,,,,,,,,,,,
2169,4.408,,,,,,,,,,,,,
2170,4.408,,,,,,,,,,,,,
2171,4.407,,,,,,,,,,,,,
2172,4.407,,,,,,,,,,,,,
2173,4.407,,,,,,,,,,,,,
2174,4.406,,,,,,,,,,,,,
2175,4.406,,,,,,,,,,,,,
2176,4.406,,,,,,,,,,,,,
2177,4.406,,,,,,,,,,,,,
2178,4.405,,,,,,,,,,,,,
2179,4.405,,,,,,,,,,,,,
2180,4.405,,,,,,,,,,,,,
2181,4.404,,,,,,,,,,,,,
2182,4.404,,,,,,,,,,,,,
2183,4.404,,,,,,,,,,,,,
2184,4.403,,,,,,,,,,,,,
2185,4.403,,,,,,,,,,,,,
2186,4.403,,,,,,,,,,,,,
2187,4.403,,,,,,,,,,,,,
2188,4.402,,,,,,,,,,,,,
2189,4.402,,,,,,,,,,,,,
2190,4.402,,,,,,,,,,,,,
2191,4.401,,,,,,,,,,,,,
2192,4.401,,,,,,,,,,,,,
2193,4.401,,,,,,,,,,,,,
2194,4.401,,,,,,,,,,,,,
2195,4.4,,,,,,,,,,,,,
2196,4.4,,,,,,,,,,,,,
2197,4.4,,,,,,,,,,,,,
2198,4.399,,,,,,,,,,,,,
2199,4.399,,,,,,,,,,,,,
2200,4.399,,,,,,,,,,,,,
2201,4.399,,,,,,,,,,,,,
2202,4.398,,,,,,,,,,,,,
2203,4.398,,,,,,,,,,,,,
2204,4.398,,,,,,,,,,,,,
2205,4.397,,,,,,,,,,,,,
2206,4.397,,,,,,,,,,,,,
2207,4.397,,,,,,,,,,,,,
2208,4.397,,,,,,,,,,,,,
2209,4.396,,,,,,,,,,,,,
2210,4.396,,,,,,,,,,,,,
2211,4.396,,,,,,,,,,,,,
2212,4.395,,,,,,,,,,,,,
2213,4.395,,,,,,,,,,,,,
2214,4.395,,,,,,,,,,,,,
2215,4.395,,,,,,,,,,,,,
2216,4.394,,,,,,,,,,,,,
2217,4.394,,,,,,,,,,,,,
2218,4.394,,,,,,,,,,,,,
2219,4.393,,,,,,,,,,,,,
2220,4.393,,,,,,,,,,,,,
2221,4.393,,,,,,,,,,,,,
2222,4.393,,,,,,,,,,,,,
2223,4.392,,,,,,,,,,,,,
2224,4.392,,,,,,,,,,,,,
2225,4.392,,,,,,,,,,,,,
2226,4.391,,,,,,,,,,,,,
2227,4.391,,,,,,,,,,,,,
2228,4.391,,,,,,,,,,,,,
2229,4.391,,,,,,,,,,,,,
2230,4.39,,,,,,,,,,,,,
2231,4.39,,,,,,,,,,,,,
2232,4.39,,,,,,,,,,,,,
2233,4.389,,,,,,,,,,,,,
2234,4.389,,,,,,,,,,,,,
2235,4.389,,,,,,,,,,,,,
2236,4.389,,,,,,,,,,,,,
2237,4.388,,,,,,,,,,,,,
2238,4.388,,,,,,,,,,,,,
2239,4.388,,,,,,,,,,,,,
2240,4.388,,,,,,,,,,,,,
2241,4.387,,,,,,,,,,,,,
2242,4.387,,,,,,,,,,,,,
2243,4.387,,,,,,,,,,,,,
2244,4.386,,,,,,,,,,,,,
2245,4.386,,,,,,,,,,,,,
2246,4.386,,,,,,,,,,,,,
2247,4.386,,,,,,,,,,,,,
2248,4.385,,,,,,,,,,,,,
2249,4.385,,,,,,,,,,,,,
2250,4.385,,,,,,,,,,,,,
2251,4.384,,,,,,,,,,,,,
2252,4.384,,,,,,,,,,,,,
2253,4.384,,,,,,,,,,,,,
2254,4.384,,,,,,,,,,,,,
2255,4.383,,,,,,,,,,,,,
2256,4.383,,,,,,,,,,,,,
2257,4.383,,,,,,,,,,,,,
2258,4.383,,,,,,,,,,,,,
2259,4.382,,,,,,,,,,,,,
2260,4.382,,,,,,,,,,,,,
2261,4.382,,,,,,,,,,,,,
2262,4.381,,,,,,,,,,,,,
2263,4.381,,,,,,,,,,,,,
2264,4.381,,,,,,,,,,,,,
2265,4.381,,,,,,,,,,,,,
2266,4.38,,,,,,,,,,,,,
2267,4.38,,,,,,,,,,,,,
2268,4.38,,,,,,,,,,,,,
2269,4.38,,,,,,,,,,,,,
2270,4.379,,,,,,,,,,,,,
2271,4.379,,,,,,,,,,,,,
2272,4.379,,,,,,,,,,,,,
2273,4.378,,,,,,,,,,,,,
2274,4.378,,,,,,,,,,,,,
2275,4.378,,,,,,,,,,,,,
2276,4.378,,,,,,,,,,,,,
2277,4.377,,,,,,,,,,,,,
2278,4.377,,,,,,,,,,,,,
2279,4.377,,,,,,,,,,,,,
2280,4.377,,,,,,,,,,,,,
2281,4.376,,,,,,,,,,,,,
2282,4.376,,,,,,,,,,,,,
2283,4.376,,,,,,,,,,,,,
2284,4.375,,,,,,,,,,,,,
2285,4.375,,,,,,,,,,,,,
2286,4.375,,,,,,,,,,,,,
2287,4.375,,,,,,,,,,,,,
2288,4.374,,,,,,,,,,,,,
2289,4.374,,,,,,,,,,,,,
2290,4.374,,,,,,,,,,,,,
2291,4.374,,,,,,,,,,,,,
2292,4.373,,,,,,,,,,,,,
2293,4.373,,,,,,,,,,,,,
2294,4.373,,,,,,,,,,,,,
2295,4.373,,,,,,,,,,,,,
2296,4.372,,,,,,,,,,,,,
2297,4.372,,,,,,,,,,,,,
2298,4.372,,,,,,,,,,,,,
2299,4.371,,,,,,,,,,,,,
2300,4.371,,,,,,,,,,,,,
2301,4.371,,,,,,,,,,,,,
2302,4.371,,,,,,,,,,,,,
2303,4.37,,,,,,,,,,,,,
2304,4.37,,,,,,,,,,,,,
2305,4.37,,,,,,,,,,,,,
2306,4.37,,,,,,,,,,,,,
2307,4.369,,,,,,,,,,,,,
2308,4.369,,,,,,,,,,,,,
2309,4.369,,,,,,,,,,,,,
2310,4.369,,,,,,,,,,,,,
2311,4.368,,,,,,,,,,,,,
2312,4.368,,,,,,,,,,,,,
2313,4.368,,,,,,,,,,,,,
2314,4.368,,,,,,,,,,,,,
2315,4.367,,,,,,,,,,,,,
2316,4.367,,,,,,,,,,,,,
2317,4.367,,,,,,,,,,,,,
2318,4.366,,,,,,,,,,,,,
2319,4.366,,,,,,,,,,,,,
2320,4.366,,,,,,,,,,,,,
2321,4.366,,,,,,,,,,,,,
2322,4.365,,,,,,,,,,,,,
2323,4.365,,,,,,,,,,,,,
2324,4.365,,,,,,,,,,,,,
2325,4.365,,,,,,,,,,,,,
2326,4.364,,,,,,,,,,,,,
2327,4.364,,,,,,,,,,,,,
2328,4.364,,,,,,,,,,,,,
2329,4.364,,,,,,,,,,,,,
2330,4.363,,,,,,,,,,,,,
2331,4.363,,,,,,,,,,,,,
2332,4.363,,,,,,,,,,,,,
2333,4.363,,,,,,,,,,,,,
2334,4.362,,,,,,,,,,,,,
2335,4.362,,,,,,,,,,,,,
2336,4.362,,,,,,,,,,,,,
2337,4.362,,,,,,,,,,,,,
2338,4.361,,,,,,,,,,,,,
2339,4.361,,,,,,,,,,,,,
2340,4.361,,,,,,,,,,,,,
2341,4.361,,,,,,,,,,,,,
2342,4.36,,,,,,,,,,,,,
2343,4.36,,,,,,,,,,,,,
2344,4.36,,,,,,,,,,,,,
2345,4.36,,,,,,,,,,,,,
2346,4.359,,,,,,,,,,,,,
2347,4.359,,,,,,,,,,,,,
2348,4.359,,,,,,,,,,,,,
2349,4.359,,,,,,,,,,,,,
2350,4.358,,,,,,,,,,,,,
2351,4.358,,,,,,,,,,,,,
2352,4.358,,,,,,,,,,,,,
2353,4.357,,,,,,,,,,,,,
2354,4.357,,,,,,,,,,,,,
2355,4.357,,,,,,,,,,,,,
2356,4.357,,,,,,,,,,,,,
2357,4.356,,,,,,,,,,,,,
2358,4.356,,,,,,,,,,,,,
2359,4.356,,,,,,,,,,,,,
2360,4.356,,,,,,,,,,,,,
2361,4.355,,,,,,,,,,,,,
2362,4.355,,,,,,,,,,,,,
2363,4.355,,,,,,,,,,,,,
2364,4.355,,,,,,,,,,,,,
2365,4.354,,,,,,,,,,,,,
2366,4.354,,,,,,,,,,,,,
2367,4.354,,,,,,,,,,,,,
2368,4.354,,,,,,,,,,,,,
2369,4.353,,,,,,,,,,,,,
2370,4.353,,,,,,,,,,,,,
2371,4.353,,,,,,,,,,,,,
2372,4.353,,,,,,,,,,,,,
2373,4.352,,,,,,,,,,,,,
2374,4.352,,,,,,,,,,,,,
2375,4.352,,,,,,,,,,,,,
2376,4.352,,,,,,,,,,,,,
2377,4.351,,,,,,,,,,,,,
2378,4.351,,,,,,,,,,,,,
2379,4.351,,,,,,,,,,,,,
2380,4.351,,,,,,,,,,,,,
2381,4.35,,,,,,,,,,,,,
2382,4.35,,,,,,,,,,,,,
2383,4.35,,,,,,,,,,,,,
2384,4.35,,,,,,,,,,,,,
2385,4.35,,,,,,,,,,,,,
2386,4.349,,,,,,,,,,,,,
2387,4.349,,,,,,,,,,,,,
2388,4.349,,,,,,,,,,,,,
2389,4.349,,,,,,,,,,,,,
2390,4.348,,,,,,,,,,,,,
2391,4.348,,,,,,,,,,,,,
2392,4.348,,,,,,,,,,,,,
2393,4.348,,,,,,,,,,,,,
2394,4.347,,,,,,,,,,,,,
2395,4.347,,,,,,,,,,,,,
2396,4.347,,,,,,,,,,,,,
2397,4.347,,,,,,,,,,,,,
2398,4.346,,,,,,,,,,,,,
2399,4.346,,,,,,,,,,,,,
2400,4.346,,,,,,,,,,,,,
2401,4.346,,,,,,,,,,,,,
2402,4.345,,,,,,,,,,,,,
2403,4.345,,,,,,,,,,,,,
2404,4.345,,,,,,,,,,,,,
2405,4.345,,,,,,,,,,,,,
2406,4.344,,,,,,,,,,,,,
2407,4.344,,,,,,,,,,,,,
2408,4.344,,,,,,,,,,,,,
2409,4.344,,,,,,,,,,,,,
2410,4.343,,,,,,,,,,,,,
2411,4.343,,,,,,,,,,,,,
2412,4.343,,,,,,,,,,,,,
2413,4.343,,,,,,,,,,,,,
2414,4.342,,,,,,,,,,,,,
2415,4.342,,,,,,,,,,,,,
2416,4.342,,,,,,,,,,,,,
2417,4.342,,,,,,,,,,,,,
2418,4.341,,,,,,,,,,,,,
2419,4.341,,,,,,,,,,,,,
2420,4.341,,,,,,,,,,,,,
2421,4.341,,,,,,,,,,,,,
2422,4.341,,,,,,,,,,,,,
2423,4.34,,,,,,,,,,,,,
2424,4.34,,,,,,,,,,,,,
2425,4.34,,,,,,,,,,,,,
2426,4.34,,,,,,,,,,,,,
2427,4.339,,,,,,,,,,,,,
2428,4.339,,,,,,,,,,,,,
2429,4.339,,,,,,,,,,,,,
2430,4.339,,,,,,,,,,,,,
2431,4.338,,,,,,,,,,,,,
2432,4.338,,,,,,,,,,,,,
2433,4.338,,,,,,,,,,,,,
2434,4.338,,,,,,,,,,,,,
2435,4.337,,,,,,,,,,,,,
2436,4.337,,,,,,,,,,,,,
2437,4.337,,,,,,,,,,,,,
2438,4.337,,,,,,,,,,,,,
2439,4.336,,,,,,,,,,,,,
2440,4.336,,,,,,,,,,,,,
2441,4.336,,,,,,,,,,,,,
2442,4.336,,,,,,,,,,,,,
2443,4.336,,,,,,,,,,,,,
2444,4.335,,,,,,,,,,,,,
2445,4.335,,,,,,,,,,,,,
2446,4.335,,,,,,,,,,,,,
2447,4.335,,,,,,,,,,,,,
2448,4.334,,,,,,,,,,,,,
2449,4.334,,,,,,,,,,,,,
2450,4.334,,,,,,,,,,,,,
2451,4.334,,,,,,,,,,,,,
2452,4.333,,,,,,,,,,,,,
2453,4.333,,,,,,,,,,,,,
2454,4.333,,,,,,,,,,,,,
2455,4.333,,,,,,,,,,,,,
2456,4.332,,,,,,,,,,,,,
2457,4.332,,,,,,,,,,,,,
2458,4.332,,,,,,,,,,,,,
2459,4.332,,,,,,,,,,,,,
2460,4.332,,,,,,,,,,,,,
2461,4.331,,,,,,,,,,,,,
2462,4.331,,,,,,,,,,,,,
2463,4.331,,,,,,,,,,,,,
2464,4.331,,,,,,,,,,,,,
2465,4.33,,,,,,,,,,,,,
2466,4.33,,,,,,,,,,,,,
2467,4.33,,,,,,,,,,,,,
2468,4.33,,,,,,,,,,,,,
2469,4.329,,,,,,,,,,,,,
2470,4.329,,,,,,,,,,,,,
2471,4.329,,,,,,,,,,,,,
2472,4.329,,,,,,,,,,,,,
2473,4.329,,,,,,,,,,,,,
2474,4.328,,,,,,,,,,,,,
2475,4.328,,,,,,,,,,,,,
2476,4.328,,,,,,,,,,,,,
2477,4.328,,,,,,,,,,,,,
2478,4.327,,,,,,,,,,,,,
2479,4.327,,,,,,,,,,,,,
2480,4.327,,,,,,,,,,,,,
2481,4.327,,,,,,,,,,,,,
2482,4.327,,,,,,,,,,,,,
2483,4.326,,,,,,,,,,,,,
2484,4.326,,,,,,,,,,,,,
2485,4.326,,,,,,,,,,,,,
2486,4.326,,,,,,,,,,,,,
2487,4.325,,,,,,,,,,,,,
2488,4.325,,,,,,,,,,,,,
2489,4.325,,,,,,,,,,,,,
2490,4.325,,,,,,,,,,,,,
2491,4.324,,,,,,,,,,,,,
2492,4.324,,,,,,,,,,,,,
2493,4.324,,,,,,,,,,,,,
2494,4.324,,,,,,,,,,,,,
2495,4.324,,,,,,,,,,,,,
2496,4.323,,,,,,,,,,,,,
2497,4.323,,,,,,,,,,,,,
2498,4.323,,,,,,,,,,,,,
2499,4.323,,,,,,,,,,,,,
2500,4.322,,,,,,,,,,,,,
2501,4.322,,,,,,,,,,,,,
2502,4.322,,,,,,,,,,,,,
2503,4.322,,,,,,,,,,,,,
2504,4.322,,,,,,,,,,,,,
2505,4.321,,,,,,,,,,,,,
2506,4.321,,,,,,,,,,,,,
2507,4.321,,,,,,,,,,,,,
2508,4.321,,,,,,,,,,,,,
2509,4.32,,,,,,,,,,,,,
2510,4.32,,,,,,,,,,,,,
2511,4.32,,,,,,,,,,,,,
2512,4.32,,,,,,,,,,,,,
2513,4.32,,,,,,,,,,,,,
2514,4.319,,,,,,,,,,,,,
2515,4.319,,,,,,,,,,,,,
2516,4.319,,,,,,,,,,,,,
2517,4.319,,,,,,,,,,,,,
2518,4.318,,,,,,,,,,,,,
2519,4.318,,,,,,,,,,,,,
2520,4.318,,,,,,,,,,,,,
2521,4.318,,,,,,,,,,,,,
2522,4.318,,,,,,,,,,,,,
2523,4.317,,,,,,,,,,,,,
2524,4.317,,,,,,,,,,,,,
2525,4.317,,,,,,,,,,,,,
2526,4.317,,,,,,,,,,,,,
2527,4.316,,,,,,,,,,,,,
2528,4.316,,,,,,,,,,,,,
2529,4.316,,,,,,,,,,,,,
2530,4.316,,,,,,,,,,,,,
2531,4.316,,,,,,,,,,,,,
2532,4.315,,,,,,,,,,,,,
2533,4.315,,,,,,,,,,,,,
2534,4.315,,,,,,,,,,,,,
2535,4.315,,,,,,,,,,,,,
2536,4.314,,,,,,,,,,,,,
2537,4.314,,,,,,,,,,,,,
2538,4.314,,,,,,,,,,,,,
2539,4.314,,,,,,,,,,,,,
2540,4.314,,,,,,,,,,,,,
2541,4.313,,,,,,,,,,,,,
2542,4.313,,,,,,,,,,,,,
2543,4.313,,,,,,,,,,,,,
2544,4.313,,,,,,,,,,,,,
2545,4.313,,,,,,,,,,,,,
2546,4.312,,,,,,,,,,,,,
2547,4.312,,,,,,,,,,,,,
2548,4.312,,,,,,,,,,,,,
2549,4.312,,,,,,,,,,,,,
2550,4.311,,,,,,,,,,,,,
2551,4.311,,,,,,,,,,,,,
2552,4.311,,,,,,,,,,,,,
2553,4.311,,,,,,,,,,,,,
2554,4.311,,,,,,,,,,,,,
2555,4.31,,,,,,,,,,,,,
2556,4.31,,,,,,,,,,,,,
2557,4.31,,,,,,,,,,,,,
2558,4.31,,,,,,,,,,,,,
2559,4.309,,,,,,,,,,,,,
2560,4.309,,,,,,,,,,,,,
2561,4.309,,,,,,,,,,,,,
2562,4.309,,,,,,,,,,,,,
2563,4.309,,,,,,,,,,,,,
2564,4.308,,,,,,,,,,,,,
2565,4.308,,,,,,,,,,,,,
2566,4.308,,,,,,,,,,,,,
2567,4.308,,,,,,,,,,,,,
2568,4.308,,,,,,,,,,,,,
2569,4.307,,,,,,,,,,,,,
2570,4.307,,,,,,,,,,,,,
2571,4.307,,,,,,,,,,,,,
2572,4.307,,,,,,,,,,,,,
2573,4.307,,,,,,,,,,,,,
2574,4.306,,,,,,,,,,,,,
2575,4.306,,,,,,,,,,,,,
2576,4.306,,,,,,,,,,,,,
2577,4.306,,,,,,,,,,,,,
2578,4.305,,,,,,,,,,,,,
2579,4.305,,,,,,,,,,,,,
2580,4.305,,,,,,,,,,,,,
2581,4.305,,,,,,,,,,,,,
2582,4.305,,,,,,,,,,,,,
2583,4.304,,,,,,,,,,,,,
2584,4.304,,,,,,,,,,,,,
2585,4.304,,,,,,,,,,,,,
2586,4.304,,,,,,,,,,,,,
2587,4.304,,,,,,,,,,,,,
2588,4.303,,,,,,,,,,,,,
2589,4.303,,,,,,,,,,,,,
2590,4.303,,,,,,,,,,,,,
2591,4.303,,,,,,,,,,,,,
2592,4.303,,,,,,,,,,,,,
2593,4.302,,,,,,,,,,,,,
2594,4.302,,,,,,,,,,,,,
2595,4.302,,,,,,,,,,,,,
2596,4.302,,,,,,,,,,,,,
2597,4.301,,,,,,,,,,,,,
2598,4.301,,,,,,,,,,,,,
2599,4.301,,,,,,,,,,,,,
2600,4.301,,,,,,,,,,,,,
2601,4.301,,,,,,,,,,,,,
2602,4.3,,,,,,,,,,,,,
2603,4.3,,,,,,,,,,,,,
2604,4.3,,,,,,,,,,,,,
2605,4.3,,,,,,,,,,,,,
2606,4.3,,,,,,,,,,,,,
2607,4.299,,,,,,,,,,,,,
2608,4.299,,,,,,,,,,,,,
2609,4.299,,,,,,,,,,,,,
2610,4.299,,,,,,,,,,,,,
2611,4.299,,,,,,,,,,,,,
2612,4.298,,,,,,,,,,,,,
2613,4.298,,,,,,,,,,,,,
2614,4.298,,,,,,,,,,,,,
2615,4.298,,,,,,,,,,,,,
2616,4.298,,,,,,,,,,,,,
2617,4.297,,,,,,,,,,,,,
2618,4.297,,,,,,,,,,,,,
2619,4.297,,,,,,,,,,,,,
2620,4.297,,,,,,,,,,,,,
2621,4.297,,,,,,,,,,,,,
2622,4.296,,,,,,,,,,,,,
2623,4.296,,,,,,,,,,,,,
2624,4.296,,,,,,,,,,,,,
2625,4.296,,,,,,,,,,,,,
2626,4.295,,,,,,,,,,,,,
2627,4.295,,,,,,,,,,,,,
2628,4.295,,,,,,,,,,,,,
2629,4.295,,,,,,,,,,,,,
2630,4.295,,,,,,,,,,,,,
2631,4.294,,,,,,,,,,,,,
2632,4.294,,,,,,,,,,,,,
2633,4.294,,,,,,,,,,,,,
2634,4.294,,,,,,,,,,,,,
2635,4.294,,,,,,,,,,,,,
2636,4.293,,,,,,,,,,,,,
2637,4.293,,,,,,,,,,,,,
2638,4.293,,,,,,,,,,,,,
2639,4.293,,,,,,,,,,,,,
2640,4.293,,,,,,,,,,,,,
2641,4.292,,,,,,,,,,,,,
2642,4.292,,,,,,,,,,,,,
2643,4.292,,,,,,,,,,,,,
2644,4.292,,,,,,,,,,,,,
2645,4.292,,,,,,,,,,,,,
2646,4.291,,,,,,,,,,,,,
2647,4.291,,,,,,,,,,,,,
2648,4.291,,,,,,,,,,,,,
2649,4.291,,,,,,,,,,,,,
2650,4.291,,,,,,,,,,,,,
2651,4.29,,,,,,,,,,,,,
2652,4.29,,,,,,,,,,,,,
2653,4.29,,,,,,,,,,,,,
2654,4.29,,,,,,,,,,,,,
2655,4.29,,,,,,,,,,,,,
2656,4.289,,,,,,,,,,,,,
2657,4.289,,,,,,,,,,,,,
2658,4.289,,,,,,,,,,,,,
2659,4.289,,,,,,,,,,,,,
2660,4.289,,,,,,,,,,,,,
2661,4.288,,,,,,,,,,,,,
2662,4.288,,,,,,,,,,,,,
2663,4.288,,,,,,,,,,,,,
2664,4.288,,,,,,,,,,,,,
2665,4.288,,,,,,,,,,,,,
2666,4.287,,,,,,,,,,,,,
2667,4.287,,,,,,,,,,,,,
2668,4.287,,,,,,,,,,,,,
2669,4.287,,,,,,,,,,,,,
2670,4.287,,,,,,,,,,,,,
2671,4.287,,,,,,,,,,,,,
2672,4.286,,,,,,,,,,,,,
2673,4.286,,,,,,,,,,,,,
2674,4.286,,,,,,,,,,,,,
2675,4.286,,,,,,,,,,,,,
2676,4.286,,,,,,,,,,,,,
2677,4.285,,,,,,,,,,,,,
2678,4.285,,,,,,,,,,,,,
2679,4.285,,,,,,,,,,,,,
2680,4.285,,,,,,,,,,,,,
2681,4.285,,,,,,,,,,,,,
2682,4.284,,,,,,,,,,,,,
2683,4.284,,,,,,,,,,,,,
2684,4.284,,,,,,,,,,,,,
2685,4.284,,,,,,,,,,,,,
2686,4.284,,,,,,,,,,,,,
2687,4.283,,,,,,,,,,,,,
2688,4.283,,,,,,,,,,,,,
2689,4.283,,,,,,,,,,,,,
2690,4.283,,,,,,,,,,,,,
2691,4.283,,,,,,,,,,,,,
2692,4.282,,,,,,,,,,,,,
2693,4.282,,,,,,,,,,,,,
2694,4.282,,,,,,,,,,,,,
2695,4.282,,,,,,,,,,,,,
2696,4.282,,,,,,,,,,,,,
2697,4.281,,,,,,,,,,,,,
2698,4.281,,,,,,,,,,,,,
2699,4.281,,,,,,,,,,,,,
2700,4.281,,,,,,,,,,,,,
2701,4.281,,,,,,,,,,,,,
2702,4.28,,,,,,,,,,,,,
2703,4.28,,,,,,,,,,,,,
2704,4.28,,,,,,,,,,,,,
2705,4.28,,,,,,,,,,,,,
2706,4.28,,,,,,,,,,,,,
2707,4.28,,,,,,,,,,,,,
2708,4.279,,,,,,,,,,,,,
2709,4.279,,,,,,,,,,,,,
2710,4.279,,,,,,,,,,,,,
2711,4.279,,,,,,,,,,,,,
2712,4.279,,,,,,,,,,,,,
2713,4.278,,,,,,,,,,,,,
2714,4.278,,,,,,,,,,,,,
2715,4.278,,,,,,,,,,,,,
2716,4.278,,,,,,,,,,,,,
2717,4.278,,,,,,,,,,,,,
2718,4.277,,,,,,,,,,,,,
2719,4.277,,,,,,,,,,,,,
2720,4.277,,,,,,,,,,,,,
2721,4.277,,,,,,,,,,,,,
2722,4.277,,,,,,,,,,,,,
2723,4.276,,,,,,,,,,,,,
2724,4.276,,,,,,,,,,,,,
2725,4.276,,,,,,,,,,,,,
2726,4.276,,,,,,,,,,,,,
2727,4.276,,,,,,,,,,,,,
2728,4.276,,,,,,,,,,,,,
2729,4.275,,,,,,,,,,,,,
2730,4.275,,,,,,,,,,,,,
2731,4.275,,,,,,,,,,,,,
2732,4.275,,,,,,,,,,,,,
2733,4.275,,,,,,,,,,,,,
2734,4.274,,,,,,,,,,,,,
2735,4.274,,,,,,,,,,,,,
2736,4.274,,,,,,,,,,,,,
2737,4.274,,,,,,,,,,,,,
2738,4.274,,,,,,,,,,,,,
2739,4.273,,,,,,,,,,,,,
2740,4.273,,,,,,,,,,,,,
2741,4.273,,,,,,,,,,,,,
2742,4.273,,,,,,,,,,,,,
2743,4.273,,,,,,,,,,,,,
2744,4.273,,,,,,,,,,,,,
2745,4.272,,,,,,,,,,,,,
2746,4.272,,,,,,,,,,,,,
2747,4.272,,,,,,,,,,,,,
2748,4.272,,,,,,,,,,,,,
2749,4.272,,,,,,,,,,,,,
2750,4.271,,,,,,,,,,,,,
2751,4.271,,,,,,,,,,,,,
2752,4.271,,,,,,,,,,,,,
2753,4.271,,,,,,,,,,,,,
2754,4.271,,,,,,,,,,,,,
2755,4.271,,,,,,,,,,,,,
2756,4.27,,,,,,,,,,,,,
2757,4.27,,,,,,,,,,,,,
2758,4.27,,,,,,,,,,,,,
2759,4.27,,,,,,,,,,,,,
2760,4.27,,,,,,,,,,,,,
2761,4.269,,,,,,,,,,,,,
2762,4.269,,,,,,,,,,,,,
2763,4.269,,,,,,,,,,,,,
2764,4.269,,,,,,,,,,,,,
2765,4.269,,,,,,,,,,,,,
2766,4.269,,,,,,,,,,,,,
2767,4.268,,,,,,,,,,,,,
2768,4.268,,,,,,,,,,,,,
2769,4.268,,,,,,,,,,,,,
2770,4.268,,,,,,,,,,,,,
2771,4.268,,,,,,,,,,,,,
2772,4.267,,,,,,,,,,,,,
2773,4.267,,,,,,,,,,,,,
2774,4.267,,,,,,,,,,,,,
2775,4.267,,,,,,,,,,,,,
2776,4.267,,,,,,,,,,,,,
2777,4.267,,,,,,,,,,,,,
2778,4.266,,,,,,,,,,,,,
2779,4.266,,,,,,,,,,,,,
2780,4.266,,,,,,,,,,,,,
2781,4.266,,,,,,,,,,,,,
2782,4.266,,,,,,,,,,,,,
2783,4.265,,,,,,,,,,,,,
2784,4.265,,,,,,,,,,,,,
2785,4.265,,,,,,,,,,,,,
2786,4.265,,,,,,,,,,,,,
2787,4.265,,,,,,,,,,,,,
2788,4.265,,,,,,,,,,,,,
2789,4.264,,,,,,,,,,,,,
2790,4.264,,,,,,,,,,,,,
2791,4.264,,,,,,,,,,,,,
2792,4.264,,,,,,,,,,,,,
2793,4.264,,,,,,,,,,,,,
2794,4.263,,,,,,,,,,,,,
2795,4.263,,,,,,,,,,,,,
2796,4.263,,,,,,,,,,,,,
2797,4.263,,,,,,,,,,,,,
2798,4.263,,,,,,,,,,,,,
2799,4.263,,,,,,,,,,,,,
2800,4.262,,,,,,,,,,,,,
2801,4.262,,,,,,,,,,,,,
2802,4.262,,,,,,,,,,,,,
2803,4.262,,,,,,,,,,,,,
2804,4.262,,,,,,,,,,,,,
2805,4.261,,,,,,,,,,,,,
2806,4.261,,,,,,,,,,,,,
2807,4.261,,,,,,,,,,,,,
2808,4.261,,,,,,,,,,,,,
2809,4.261,,,,,,,,,,,,,
2810,4.261,,,,,,,,,,,,,
2811,4.26,,,,,,,,,,,,,
2812,4.26,,,,,,,,,,,,,
2813,4.26,,,,,,,,,,,,,
2814,4.26,,,,,,,,,,,,,
2815,4.26,,,,,,,,,,,,,
2816,4.26,,,,,,,,,,,,,
2817,4.259,,,,,,,,,,,,,
2818,4.259,,,,,,,,,,,,,
2819,4.259,,,,,,,,,,,,,
2820,4.259,,,,,,,,,,,,,
2821,4.259,,,,,,,,,,,,,
2822,4.259,,,,,,,,,,,,,
2823,4.258,,,,,,,,,,,,,
2824,4.258,,,,,,,,,,,,,
2825,4.258,,,,,,,,,,,,,
2826,4.258,,,,,,,,,,,,,
2827,4.258,,,,,,,,,,,,,
2828,4.257,,,,,,,,,,,,,
2829,4.257,,,,,,,,,,,,,
2830,4.257,,,,,,,,,,,,,
2831,4.257,,,,,,,,,,,,,
2832,4.257,,,,,,,,,,,,,
2833,4.257,,,,,,,,,,,,,
2834,4.256,,,,,,,,,,,,,
2835,4.256,,,,,,,,,,,,,
2836,4.256,,,,,,,,,,,,,
2837,4.256,,,,,,,,,,,,,
2838,4.256,,,,,,,,,,,,,
2839,4.256,,,,,,,,,,,,,
2840,4.255,,,,,,,,,,,,,
2841,4.255,,,,,,,,,,,,,
2842,4.255,,,,,,,,,,,,,
2843,4.255,,,,,,,,,,,,,
2844,4.255,,,,,,,,,,,,,
2845,4.255,,,,,,,,,,,,,
2846,4.254,,,,,,,,,,,,,
2847,4.254,,,,,,,,,,,,,
2848,4.254,,,,,,,,,,,,,
2849,4.254,,,,,,,,,,,,,
2850,4.254,,,,,,,,,,,,,
2851,4.253,,,,,,,,,,,,,
2852,4.253,,,,,,,,,,,,,
2853,4.253,,,,,,,,,,,,,
2854,4.253,,,,,,,,,,,,,
2855,4.253,,,,,,,,,,,,,
2856,4.253,,,,,,,,,,,,,
