TMSim_D,TMSim_H,,FSCA_Year,FSCA_D,FSCA_H,,Uconn_D,U-Conn_H,BCI_D,BCI_H,WES_D,WES_H,UF_D,UF_H
days,m,,0.005479452,1.99999998,9.58624302,,10.16607,9.476415,36.494865,9.6603775,104.71976,8.740566,366.1528,6.8301888
0,9.6,,0.010958904,3.99999996,9.571397988,,26.600677,9.490566,76.328995,9.306603,202.37257,7.9905663,775.9659,5.5849056
1,9.594,,0.016438356,5.99999994,9.55621471,,51.406227,9.377358,113.33482,9.122642,406.85724,6.6179247,1137.0878,5.033019
2,9.588,,0.021917808,7.99999992,9.540851058,,113.33482,8.966981,194.52896,8.754717,817.96075,5.4292455,3054.7703,4.283019
3,9.583,,0.02739726,9.9999999,9.525371703,,256.5405,8.117925,266.8845,8.386792,1246.9563,5.033019,,
4,9.577,,0.032876712,11.99999988,9.509810493,,366.1528,7.3962264,380.91647,7.764151,1644.4584,4.75,,
5,9.571,,0.038356164,13.99999986,9.494187699,,543.671,6.3773584,786.25806,6.1509433,2197.44,4.4528303,,
6,9.565,,0.043835616,15.99999984,9.478516561,,645.25024,5.966981,1122.2032,5.216981,2608.0085,4.3537736,,
7,9.559,,0.049315068,17.99999982,9.46280627,,862.2284,5.4009433,1499.5663,4.8490567,3722.335,4.254717,,
8,9.553,,0.054794521,20.00000017,9.4470635,,1499.5663,4.764151,1851.5056,4.6792455,,,,
9,9.547,,0.060273973,22.00000015,9.431293276,,3220.0928,4.2971697,2316.3643,4.523585,,,,
10,9.541,,0.065753425,24.00000013,9.415499482,,,,2936.3726,4.3962264,,,,
11,9.535,,0.071232877,26.00000011,9.399685197,,,,,,,,,
12,9.529,,0.076712329,28.00000009,9.383852903,,,,,,,,,
13,9.523,,0.082191781,30.00000007,9.368004637,,,,,,,,,
14,9.517,,0.087671233,32.00000005,9.352142092,,,,,,,,,
15,9.511,,0.093150685,34.00000003,9.336266694,,,,,,,,,
16,9.505,,0.098630137,36.00000001,9.320379654,,,,,,,,,
17,9.499,,0.104109589,37.99999999,9.304482014,,,,,,,,,
18,9.493,,0.109589041,39.99999997,9.288574674,,,,,,,,,
19,9.487,,0.115068493,41.99999995,9.272658421,,,,,,,,,
20,9.481,,0.120547945,43.99999993,9.256733944,,,,,,,,,
21,9.475,,0.126027397,45.99999991,9.240801853,,,,,,,,,
22,9.468,,0.131506849,47.99999989,9.224862688,,,,,,,,,
23,9.462,,0.136986301,49.99999987,9.208916932,,,,,,,,,
24,9.456,,0.142465753,51.99999985,9.19296502,,,,,,,,,
25,9.45,,0.147945205,53.99999983,9.177007339,,,,,,,,,
26,9.443,,0.153424658,56.00000017,9.161044245,,,,,,,,,
27,9.437,,0.15890411,58.00000015,9.145076055,,,,,,,,,
28,9.43,,0.164383562,60.00000013,9.129103062,,,,,,,,,
29,9.424,,0.169863014,62.00000011,9.113125531,,,,,,,,,
30,9.418,,0.175342466,64.00000009,9.097143707,,,,,,,,,
31,9.411,,0.180821918,66.00000007,9.081157813,,,,,,,,,
32,9.405,,0.18630137,68.00000005,9.065168055,,,,,,,,,
33,9.398,,0.191780822,70.00000003,9.049174623,,,,,,,,,
34,9.391,,0.197260274,72.00000001,9.033177694,,,,,,,,,
35,9.385,,0.202739726,73.99999999,9.01717743,,,,,,,,,
36,9.378,,0.208219178,75.99999997,9.001173984,,,,,,,,,
37,9.372,,0.21369863,77.99999995,8.985167496,,,,,,,,,
38,9.365,,0.219178082,79.99999993,8.969158099,,,,,,,,,
39,9.358,,0.224657534,81.99999991,8.953145915,,,,,,,,,
40,9.352,,0.230136986,83.99999989,8.937131059,,,,,,,,,
41,9.345,,0.235616438,85.99999987,8.921113639,,,,,,,,,
42,9.338,,0.24109589,87.99999985,8.905093756,,,,,,,,,
43,9.331,,0.246575342,89.99999983,8.889071507,,,,,,,,,
44,9.324,,0.252054795,92.00000018,8.873046979,,,,,,,,,
45,9.318,,0.257534247,94.00000016,8.857020258,,,,,,,,,
46,9.311,,0.263013699,96.00000014,8.840991424,,,,,,,,,
47,9.304,,0.268493151,98.00000012,8.824960551,,,,,,,,,
48,9.297,,0.273972603,100.0000001,8.808927711,,,,,,,,,
49,9.29,,0.279452055,102.0000001,8.792892971,,,,,,,,,
50,9.283,,0.284931507,104.0000001,8.776856395,,,,,,,,,
51,9.276,,0.290410959,106,8.760818044,,,,,,,,,
52,9.269,,0.295890411,108,8.744777976,,,,,,,,,
53,9.262,,0.301369863,110,8.728736244,,,,,,,,,
54,9.255,,0.306849315,112,8.712692902,,,,,,,,,
55,9.248,,0.312328767,114,8.696647999,,,,,,,,,
56,9.241,,0.317808219,115.9999999,8.680601582,,,,,,,,,
57,9.234,,0.323287671,117.9999999,8.664553697,,,,,,,,,
58,9.227,,0.328767123,119.9999999,8.648504386,,,,,,,,,
59,9.219,,0.334246575,121.9999999,8.63245369,,,,,,,,,
60,9.212,,0.339726027,123.9999999,8.61640165,,,,,,,,,
61,9.205,,0.345205479,125.9999998,8.600348302,,,,,,,,,
62,9.198,,0.350684932,128.0000002,8.584293682,,,,,,,,,
63,9.191,,0.356164384,130.0000002,8.568237826,,,,,,,,,
64,9.184,,0.361643836,132.0000001,8.552180767,,,,,,,,,
65,9.176,,0.367123288,134.0000001,8.536122535,,,,,,,,,
66,9.169,,0.37260274,136.0000001,8.520063162,,,,,,,,,
67,9.162,,0.378082192,138.0000001,8.504002677,,,,,,,,,
68,9.154,,0.383561644,140.0000001,8.487941108,,,,,,,,,
69,9.147,,0.389041096,142,8.471878482,,,,,,,,,
70,9.14,,0.394520548,144,8.455814825,,,,,,,,,
71,9.132,,0.4,146,8.439750163,,,,,,,,,
72,9.125,,0.405479452,148,8.423684519,,,,,,,,,
73,9.118,,0.410958904,150,8.407617917,,,,,,,,,
74,9.11,,0.416438356,151.9999999,8.391550378,,,,,,,,,
75,9.103,,0.421917808,153.9999999,8.375481926,,,,,,,,,
76,9.095,,0.42739726,155.9999999,8.35941258,,,,,,,,,
77,9.088,,0.432876712,157.9999999,8.343342361,,,,,,,,,
78,9.081,,0.438356164,159.9999999,8.327271288,,,,,,,,,
79,9.073,,0.443835616,161.9999998,8.311199381,,,,,,,,,
80,9.066,,0.449315068,163.9999998,8.295126658,,,,,,,,,
81,9.058,,0.454794521,166.0000002,8.279053136,,,,,,,,,
82,9.051,,0.460273973,168.0000001,8.262978833,,,,,,,,,
83,9.043,,0.465753425,170.0000001,8.246903766,,,,,,,,,
84,9.036,,0.471232877,172.0000001,8.230827954,,,,,,,,,
85,9.028,,0.476712329,174.0000001,8.214751412,,,,,,,,,
86,9.021,,0.482191781,176.0000001,8.198674161,,,,,,,,,
87,9.013,,0.487671233,178,8.182596217,,,,,,,,,
88,9.005,,0.493150685,180,8.166517604,,,,,,,,,
89,8.998,,0.498630137,182,8.150438344,,,,,,,,,
90,8.99,,0.504109589,184,8.134358465,,,,,,,,,
91,8.983,,0.509589041,186,8.118278,,,,,,,,,
92,8.975,,0.515068493,187.9999999,8.10219699,,,,,,,,,
93,8.967,,0.520547945,189.9999999,8.086115486,,,,,,,,,
94,8.96,,0.526027397,191.9999999,8.070033551,,,,,,,,,
95,8.952,,0.531506849,193.9999999,8.053951268,,,,,,,,,
96,8.944,,0.536986301,195.9999999,8.037868739,,,,,,,,,
97,8.937,,0.542465753,197.9999998,8.021786095,,,,,,,,,
98,8.929,,0.547945205,199.9999998,8.005703501,,,,,,,,,
99,8.921,,0.553424658,202.0000002,7.989621164,,,,,,,,,
100,8.913,,0.55890411,204.0000002,7.973539342,,,,,,,,,
101,8.906,,0.564383562,206.0000001,7.957458352,,,,,,,,,
102,8.898,,0.569863014,208.0000001,7.94137858,,,,,,,,,
103,8.89,,0.575342466,210.0000001,7.925300497,,,,,,,,,
104,8.883,,0.580821918,212.0000001,7.909224663,,,,,,,,,
105,8.875,,0.58630137,214.0000001,7.893151746,,,,,,,,,
106,8.867,,0.591780822,216,7.87708253,,,,,,,,,
107,8.859,,0.597260274,218,7.861017927,,,,,,,,,
108,8.851,,0.602739726,220,7.84495899,,,,,,,,,
109,8.844,,0.608219178,222,7.82890692,,,,,,,,,
110,8.836,,0.61369863,224,7.812863075,,,,,,,,,
111,8.828,,0.619178082,225.9999999,7.796828977,,,,,,,,,
112,8.82,,0.624657534,227.9999999,7.780806317,,,,,,,,,
113,8.812,,0.630136986,229.9999999,7.764796953,,,,,,,,,
114,8.804,,0.635616438,231.9999999,7.748802914,,,,,,,,,
115,8.797,,0.64109589,233.9999999,7.732826391,,,,,,,,,
116,8.789,,0.646575342,235.9999998,7.716869733,,,,,,,,,
117,8.781,,0.652054795,238.0000002,7.700935438,,,,,,,,,
118,8.773,,0.657534247,240.0000002,7.685026139,,,,,,,,,
119,8.765,,0.663013699,242.0000001,7.669144589,,,,,,,,,
120,8.757,,0.668493151,244.0000001,7.653293646,,,,,,,,,
121,8.749,,0.673972603,246.0000001,7.637476254,,,,,,,,,
122,8.741,,0.679452055,248.0000001,7.621695425,,,,,,,,,
123,8.734,,0.684931507,250.0000001,7.605954215,,,,,,,,,
124,8.726,,0.690410959,252,7.590255705,,,,,,,,,
125,8.718,,0.695890411,254,7.574602984,,,,,,,,,
126,8.71,,0.701369863,256,7.558999123,,,,,,,,,
127,8.702,,0.706849315,258,7.543447161,,,,,,,,,
128,8.694,,0.712328767,260,7.527950082,,,,,,,,,
129,8.686,,0.717808219,261.9999999,7.512510803,,,,,,,,,
130,8.678,,0.723287671,263.9999999,7.497132159,,,,,,,,,
131,8.67,,0.728767123,265.9999999,7.481816885,,,,,,,,,
132,8.662,,0.734246575,267.9999999,7.46656761,,,,,,,,,
133,8.654,,0.739726027,269.9999999,7.451386845,,,,,,,,,
134,8.646,,0.745205479,271.9999998,7.436276974,,,,,,,,,
135,8.638,,0.750684932,274.0000002,7.421240254,,,,,,,,,
136,8.63,,0.756164384,276.0000002,7.406278801,,,,,,,,,
137,8.622,,0.761643836,278.0000001,7.391394597,,,,,,,,,
138,8.614,,0.767123288,280.0000001,7.376589484,,,,,,,,,
139,8.606,,0.77260274,282.0000001,7.361865162,,,,,,,,,
140,8.598,,0.778082192,284.0000001,7.347223195,,,,,,,,,
141,8.59,,0.783561644,286.0000001,7.33266501,,,,,,,,,
142,8.582,,0.789041096,288,7.3181919,,,,,,,,,
143,8.574,,0.794520548,290,7.303805029,,,,,,,,,
144,8.566,,0.8,292,7.289505433,,,,,,,,,
145,8.558,,0.805479452,294,7.27529403,,,,,,,,,
146,8.55,,0.810958904,296,7.261171618,,,,,,,,,
147,8.542,,0.816438356,297.9999999,7.247138887,,,,,,,,,
148,8.534,,0.821917808,299.9999999,7.23319642,,,,,,,,,
149,8.526,,0.82739726,301.9999999,7.219344699,,,,,,,,,
150,8.518,,0.832876712,303.9999999,7.20558411,,,,,,,,,
151,8.51,,0.838356164,305.9999999,7.191914953,,,,,,,,,
152,8.502,,0.843835616,307.9999998,7.17833744,,,,,,,,,
153,8.493,,0.849315068,309.9999998,7.164851705,,,,,,,,,
154,8.485,,0.854794521,312.0000002,7.15145781,,,,,,,,,
155,8.477,,0.860273973,314.0000001,7.138155744,,,,,,,,,
156,8.469,,0.865753425,316.0000001,7.124945436,,,,,,,,,
157,8.461,,0.871232877,318.0000001,7.111826751,,,,,,,,,
158,8.453,,0.876712329,320.0000001,7.098799503,,,,,,,,,
159,8.445,,0.882191781,322.0000001,7.085863451,,,,,,,,,
160,8.437,,0.887671233,324,7.073018308,,,,,,,,,
161,8.429,,0.893150685,326,7.060263743,,,,,,,,,
162,8.421,,0.898630137,328,7.047599387,,,,,,,,,
163,8.412,,0.904109589,330,7.035024832,,,,,,,,,
164,8.404,,0.909589041,332,7.022539636,,,,,,,,,
165,8.396,,0.915068493,333.9999999,7.010143328,,,,,,,,,
166,8.388,,0.920547945,335.9999999,6.997835408,,,,,,,,,
167,8.38,,0.926027397,337.9999999,6.985615352,,,,,,,,,
168,8.372,,0.931506849,339.9999999,6.973482611,,,,,,,,,
169,8.364,,0.936986301,341.9999999,6.961436618,,,,,,,,,
170,8.356,,0.942465753,343.9999998,6.949476785,,,,,,,,,
171,8.347,,0.947945205,345.9999998,6.937602509,,,,,,,,,
172,8.339,,0.953424658,348.0000002,6.925813171,,,,,,,,,
173,8.331,,0.95890411,350.0000002,6.914108141,,,,,,,,,
174,8.323,,0.964383562,352.0000001,6.902486776,,,,,,,,,
175,8.315,,0.969863014,354.0000001,6.890948423,,,,,,,,,
176,8.307,,0.975342466,356.0000001,6.879492421,,,,,,,,,
177,8.299,,0.980821918,358.0000001,6.868118101,,,,,,,,,
178,8.29,,0.98630137,360.0000001,6.85682479,,,,,,,,,
179,8.282,,0.991780822,362,6.845611807,,,,,,,,,
180,8.274,,0.997260274,364,6.834478469,,,,,,,,,
181,8.266,,1.002739726,366,6.823424089,,,,,,,,,
182,8.258,,1.008219178,368,6.812447977,,,,,,,,,
183,8.25,,1.01369863,370,6.801549444,,,,,,,,,
184,8.242,,1.019178082,371.9999999,6.790727798,,,,,,,,,
185,8.233,,1.024657534,373.9999999,6.779982347,,,,,,,,,
186,8.225,,1.030136986,375.9999999,6.769312401,,,,,,,,,
187,8.217,,1.035616438,377.9999999,6.758717269,,,,,,,,,
188,8.209,,1.04109589,379.9999999,6.748196265,,,,,,,,,
189,8.201,,1.046575342,381.9999998,6.7377487,,,,,,,,,
190,8.193,,1.052054795,384.0000002,6.727373892,,,,,,,,,
191,8.184,,1.057534247,386.0000002,6.71707116,,,,,,,,,
192,8.176,,1.063013699,388.0000001,6.706839827,,,,,,,,,
193,8.168,,1.068493151,390.0000001,6.696679219,,,,,,,,,
194,8.16,,1.073972603,392.0000001,6.686588665,,,,,,,,,
195,8.152,,1.079452055,394.0000001,6.6765675,,,,,,,,,
196,8.144,,1.084931507,396.0000001,6.666615063,,,,,,,,,
197,8.135,,1.090410959,398,6.656730696,,,,,,,,,
198,8.127,,1.095890411,400,6.646913748,,,,,,,,,
199,8.119,,1.101369863,402,6.637163571,,,,,,,,,
200,8.111,,1.106849315,404,6.627479525,,,,,,,,,
201,8.103,,1.112328767,406,6.617860972,,,,,,,,,
202,8.095,,1.117808219,407.9999999,6.608307281,,,,,,,,,
203,8.086,,1.123287671,409.9999999,6.598817827,,,,,,,,,
204,8.078,,1.128767123,411.9999999,6.589391989,,,,,,,,,
205,8.07,,1.134246575,413.9999999,6.580029154,,,,,,,,,
206,8.06,,1.139726027,415.9999999,6.570728712,,,,,,,,,
207,8.051,,1.145205479,417.9999998,6.561490062,,,,,,,,,
208,8.042,,1.150684932,420.0000002,6.552312606,,,,,,,,,
209,8.033,,1.156164384,422.0000002,6.543195754,,,,,,,,,
210,8.023,,1.161643836,424.0000001,6.53413892,,,,,,,,,
211,8.014,,1.167123288,426.0000001,6.525141526,,,,,,,,,
212,8.005,,1.17260274,428.0000001,6.516202998,,,,,,,,,
213,7.996,,1.178082192,430.0000001,6.50732277,,,,,,,,,
214,7.987,,1.183561644,432.0000001,6.49850028,,,,,,,,,
215,7.977,,1.189041096,434,6.489734973,,,,,,,,,
216,7.968,,1.194520548,436,6.481026301,,,,,,,,,
217,7.959,,1.2,438,6.472373719,,,,,,,,,
218,7.95,,1.205479452,440,6.463776692,,,,,,,,,
219,7.941,,1.210958904,442,6.455234687,,,,,,,,,
220,7.932,,1.216438356,443.9999999,6.446747179,,,,,,,,,
221,7.923,,1.221917808,445.9999999,6.438313649,,,,,,,,,
222,7.914,,1.22739726,447.9999999,6.429933582,,,,,,,,,
223,7.905,,1.232876712,449.9999999,6.421606471,,,,,,,,,
224,7.896,,1.238356164,451.9999999,6.413331814,,,,,,,,,
225,7.887,,1.243835616,453.9999998,6.405109114,,,,,,,,,
226,7.878,,1.249315068,455.9999998,6.39693788,,,,,,,,,
227,7.869,,1.254794521,458.0000002,6.388817627,,,,,,,,,
228,7.86,,1.260273973,460.0000001,6.380747875,,,,,,,,,
229,7.851,,1.265753425,462.0000001,6.372728149,,,,,,,,,
230,7.842,,1.271232877,464.0000001,6.364757982,,,,,,,,,
231,7.833,,1.276712329,466.0000001,6.35683691,,,,,,,,,
232,7.824,,1.282191781,468.0000001,6.348964475,,,,,,,,,
233,7.815,,1.287671233,470,6.341140224,,,,,,,,,
234,7.807,,1.293150685,472,6.33336371,,,,,,,,,
235,7.798,,1.298630137,474,6.32563449,,,,,,,,,
236,7.789,,1.304109589,476,6.317952128,,,,,,,,,
237,7.78,,1.309589041,478,6.310316192,,,,,,,,,
238,7.771,,1.315068493,479.9999999,6.302726255,,,,,,,,,
239,7.763,,1.320547945,481.9999999,6.295181894,,,,,,,,,
240,7.754,,1.326027397,483.9999999,6.287682693,,,,,,,,,
241,7.745,,1.331506849,485.9999999,6.28022824,,,,,,,,,
242,7.736,,1.336986301,487.9999999,6.272818127,,,,,,,,,
243,7.728,,1.342465753,489.9999998,6.265451951,,,,,,,,,
244,7.719,,1.347945205,491.9999998,6.258129316,,,,,,,,,
245,7.71,,1.353424658,494.0000002,6.250849826,,,,,,,,,
246,7.702,,1.35890411,496.0000002,6.243613095,,,,,,,,,
247,7.693,,1.364383562,498.0000001,6.236418737,,,,,,,,,
248,7.685,,1.369863014,500.0000001,6.229266373,,,,,,,,,
249,7.676,,1.375342466,502.0000001,6.222155628,,,,,,,,,
250,7.668,,1.380821918,504.0000001,6.215086131,,,,,,,,,
251,7.659,,1.38630137,506.0000001,6.208057515,,,,,,,,,
252,7.651,,1.391780822,508,6.201069417,,,,,,,,,
253,7.642,,1.397260274,510,6.194121481,,,,,,,,,
254,7.634,,1.402739726,512,6.187213351,,,,,,,,,
255,7.625,,1.408219178,514,6.180344679,,,,,,,,,
256,7.617,,1.41369863,516,6.173515117,,,,,,,,,
257,7.608,,1.419178082,517.9999999,6.166724325,,,,,,,,,
258,7.6,,1.424657534,519.9999999,6.159971963,,,,,,,,,
259,7.591,,1.430136986,521.9999999,6.153257699,,,,,,,,,
260,7.583,,1.435616438,523.9999999,6.146581202,,,,,,,,,
261,7.575,,1.44109589,525.9999999,6.139942146,,,,,,,,,
262,7.566,,1.446575342,527.9999998,6.133340208,,,,,,,,,
263,7.558,,1.452054795,530.0000002,6.126775069,,,,,,,,,
264,7.55,,1.457534247,532.0000002,6.120246413,,,,,,,,,
265,7.542,,1.463013699,534.0000001,6.113753929,,,,,,,,,
266,7.533,,1.468493151,536.0000001,6.107297309,,,,,,,,,
267,7.525,,1.473972603,538.0000001,6.100876248,,,,,,,,,
268,7.517,,1.479452055,540.0000001,6.094490445,,,,,,,,,
269,7.509,,1.484931507,542.0000001,6.088139601,,,,,,,,,
270,7.501,,1.490410959,544,6.081823423,,,,,,,,,
271,7.493,,1.495890411,546,6.075541619,,,,,,,,,
272,7.484,,1.501369863,548,6.069293902,,,,,,,,,
273,7.476,,1.506849315,550,6.063079986,,,,,,,,,
274,7.468,,1.512328767,552,6.05689959,,,,,,,,,
275,7.46,,1.517808219,553.9999999,6.050752436,,,,,,,,,
276,7.452,,1.523287671,555.9999999,6.044638249,,,,,,,,,
277,7.444,,1.528767123,557.9999999,6.038556756,,,,,,,,,
278,7.436,,1.534246575,559.9999999,6.032507689,,,,,,,,,
279,7.428,,1.539726027,561.9999999,6.02649078,,,,,,,,,
280,7.42,,1.545205479,563.9999998,6.020505768,,,,,,,,,
281,7.412,,1.550684932,566.0000002,6.014552391,,,,,,,,,
282,7.404,,1.556164384,568.0000002,6.008630392,,,,,,,,,
283,7.396,,1.561643836,570.0000001,6.002739516,,,,,,,,,
284,7.389,,1.567123288,572.0000001,5.996879513,,,,,,,,,
285,7.381,,1.57260274,574.0000001,5.991050131,,,,,,,,,
286,7.373,,1.578082192,576.0000001,5.985251126,,,,,,,,,
287,7.365,,1.583561644,578.0000001,5.979482253,,,,,,,,,
288,7.357,,1.589041096,580,5.973743272,,,,,,,,,
289,7.35,,1.594520548,582,5.968033943,,,,,,,,,
290,7.342,,1.6,584,5.962354032,,,,,,,,,
291,7.334,,1.605479452,586,5.956703304,,,,,,,,,
292,7.326,,1.610958904,588,5.951081529,,,,,,,,,
293,7.319,,1.616438356,589.9999999,5.945488479,,,,,,,,,
294,7.311,,1.621917808,591.9999999,5.939923928,,,,,,,,,
295,7.303,,1.62739726,593.9999999,5.934387651,,,,,,,,,
296,7.296,,1.632876712,595.9999999,5.928879429,,,,,,,,,
297,7.288,,1.638356164,597.9999999,5.923399042,,,,,,,,,
298,7.281,,1.643835616,599.9999998,5.917946273,,,,,,,,,
299,7.273,,1.649315068,601.9999998,5.912520909,,,,,,,,,
300,7.265,,1.654794521,604.0000002,5.907122738,,,,,,,,,
301,7.258,,1.660273973,606.0000001,5.901751551,,,,,,,,,
302,7.25,,1.665753425,608.0000001,5.896407138,,,,,,,,,
303,7.243,,1.671232877,610.0000001,5.891089296,,,,,,,,,
304,7.235,,1.676712329,612.0000001,5.885797821,,,,,,,,,
305,7.228,,1.682191781,614.0000001,5.880532512,,,,,,,,,
306,7.221,,1.687671233,616,5.875293171,,,,,,,,,
307,7.213,,1.693150685,618,5.870079599,,,,,,,,,
308,7.206,,1.698630137,620,5.864891603,,,,,,,,,
309,7.198,,1.704109589,622,5.859728989,,,,,,,,,
310,7.191,,1.709589041,624,5.854591567,,,,,,,,,
311,7.184,,1.715068493,625.9999999,5.849479147,,,,,,,,,
312,7.177,,1.720547945,627.9999999,5.844391543,,,,,,,,,
313,7.17,,1.726027397,629.9999999,5.83932857,,,,,,,,,
314,7.163,,1.731506849,631.9999999,5.834290044,,,,,,,,,
315,7.155,,1.736986301,633.9999999,5.829275785,,,,,,,,,
316,7.148,,1.742465753,635.9999998,5.824285612,,,,,,,,,
317,7.141,,1.747945205,637.9999998,5.819319347,,,,,,,,,
318,7.134,,1.753424658,640.0000002,5.814376816,,,,,,,,,
319,7.127,,1.75890411,642.0000002,5.809457844,,,,,,,,,
320,7.12,,1.764383562,644.0000001,5.804562258,,,,,,,,,
321,7.113,,1.769863014,646.0000001,5.799689888,,,,,,,,,
322,7.107,,1.775342466,648.0000001,5.794840565,,,,,,,,,
323,7.1,,1.780821918,650.0000001,5.790014122,,,,,,,,,
324,7.093,,1.78630137,652.0000001,5.785210392,,,,,,,,,
325,7.086,,1.791780822,654,5.780429213,,,,,,,,,
326,7.079,,1.797260274,656,5.775670421,,,,,,,,,
327,7.073,,1.802739726,658,5.770933856,,,,,,,,,
328,7.066,,1.808219178,660,5.766219359,,,,,,,,,
329,7.059,,1.81369863,662,5.761526773,,,,,,,,,
330,7.053,,1.819178082,663.9999999,5.75685594,,,,,,,,,
331,7.046,,1.824657534,665.9999999,5.752206706,,,,,,,,,
332,7.039,,1.830136986,667.9999999,5.747578919,,,,,,,,,
333,7.033,,1.835616438,669.9999999,5.742972427,,,,,,,,,
334,7.026,,1.84109589,671.9999999,5.73838708,,,,,,,,,
335,7.02,,1.846575342,673.9999998,5.733822729,,,,,,,,,
336,7.013,,1.852054795,676.0000002,5.729279227,,,,,,,,,
337,7.007,,1.857534247,678.0000002,5.724756428,,,,,,,,,
338,7,,1.863013699,680.0000001,5.720254188,,,,,,,,,
339,6.994,,1.868493151,682.0000001,5.715772363,,,,,,,,,
340,6.988,,1.873972603,684.0000001,5.711310813,,,,,,,,,
341,6.981,,1.879452055,686.0000001,5.706869396,,,,,,,,,
342,6.975,,1.884931507,688.0000001,5.702447973,,,,,,,,,
343,6.968,,1.890410959,690,5.698046408,,,,,,,,,
344,6.962,,1.895890411,692,5.693664564,,,,,,,,,
345,6.956,,1.901369863,694,5.689302305,,,,,,,,,
346,6.949,,1.906849315,696,5.684959498,,,,,,,,,
347,6.943,,1.912328767,698,5.68063601,,,,,,,,,
348,6.937,,1.917808219,699.9999999,5.67633171,,,,,,,,,
349,6.931,,1.923287671,701.9999999,5.672046467,,,,,,,,,
350,6.924,,1.928767123,703.9999999,5.667780154,,,,,,,,,
351,6.918,,1.934246575,705.9999999,5.663532642,,,,,,,,,
352,6.912,,1.939726027,707.9999999,5.659303804,,,,,,,,,
353,6.906,,1.945205479,709.9999998,5.655093516,,,,,,,,,
354,6.9,,1.950684932,712.0000002,5.650901653,,,,,,,,,
355,6.894,,1.956164384,714.0000002,5.646728092,,,,,,,,,
356,6.888,,1.961643836,716.0000001,5.642572711,,,,,,,,,
357,6.882,,1.967123288,718.0000001,5.638435389,,,,,,,,,
358,6.875,,1.97260274,720.0000001,5.634316007,,,,,,,,,
359,6.869,,1.978082192,722.0000001,5.630214446,,,,,,,,,
360,6.863,,1.983561644,724.0000001,5.626130588,,,,,,,,,
361,6.857,,1.989041096,726,5.622064317,,,,,,,,,
362,6.851,,1.994520548,728,5.618015518,,,,,,,,,
363,6.845,,2,730,5.613984076,,,,,,,,,
364,6.84,,2.005479452,732,5.609969878,,,,,,,,,
365,6.834,,2.010958904,734,5.605972811,,,,,,,,,
366,6.828,,2.016438356,735.9999999,5.601992764,,,,,,,,,
367,6.822,,2.021917808,737.9999999,5.598029627,,,,,,,,,
368,6.816,,2.02739726,739.9999999,5.59408329,,,,,,,,,
369,6.81,,2.032876712,741.9999999,5.590153645,,,,,,,,,
370,6.804,,2.038356164,743.9999999,5.586240585,,,,,,,,,
371,6.799,,2.043835616,745.9999998,5.582344003,,,,,,,,,
372,6.793,,2.049315068,747.9999998,5.578463793,,,,,,,,,
373,6.787,,2.054794521,750.0000002,5.574599851,,,,,,,,,
374,6.781,,2.060273973,752.0000001,5.570752073,,,,,,,,,
375,6.776,,2.065753425,754.0000001,5.566920357,,,,,,,,,
376,6.77,,2.071232877,756.0000001,5.5631046,,,,,,,,,
377,6.764,,2.076712329,758.0000001,5.559304701,,,,,,,,,
378,6.758,,2.082191781,760.0000001,5.555520561,,,,,,,,,
379,6.753,,2.087671233,762,5.55175208,,,,,,,,,
380,6.747,,2.093150685,764,5.547999159,,,,,,,,,
381,6.742,,2.098630137,766,5.544261702,,,,,,,,,
382,6.736,,2.104109589,768,5.54053961,,,,,,,,,
383,6.73,,2.109589041,770,5.53683279,,,,,,,,,
384,6.725,,2.115068493,771.9999999,5.533141144,,,,,,,,,
385,6.719,,2.120547945,773.9999999,5.52946458,,,,,,,,,
386,6.714,,2.126027397,775.9999999,5.525803003,,,,,,,,,
387,6.708,,2.131506849,777.9999999,5.522156321,,,,,,,,,
388,6.703,,2.136986301,779.9999999,5.518524443,,,,,,,,,
389,6.697,,2.142465753,781.9999998,5.514907276,,,,,,,,,
390,6.692,,2.147945205,783.9999998,5.511304732,,,,,,,,,
391,6.687,,2.153424658,786.0000002,5.507716719,,,,,,,,,
392,6.681,,2.15890411,788.0000002,5.504143149,,,,,,,,,
393,6.676,,2.164383562,790.0000001,5.500583935,,,,,,,,,
394,6.67,,2.169863014,792.0000001,5.497038989,,,,,,,,,
395,6.665,,2.175342466,794.0000001,5.493508224,,,,,,,,,
396,6.66,,2.180821918,796.0000001,5.489991555,,,,,,,,,
397,6.654,,2.18630137,798.0000001,5.486488896,,,,,,,,,
398,6.649,,2.191780822,800,5.483000162,,,,,,,,,
399,6.644,,2.197260274,802,5.479525271,,,,,,,,,
400,6.639,,2.202739726,804,5.476064139,,,,,,,,,
401,6.633,,2.208219178,806,5.472616683,,,,,,,,,
402,6.628,,2.21369863,808,5.469182822,,,,,,,,,
403,6.623,,2.219178082,809.9999999,5.465762475,,,,,,,,,
404,6.618,,2.224657534,811.9999999,5.462355562,,,,,,,,,
405,6.613,,2.230136986,813.9999999,5.458962002,,,,,,,,,
406,6.607,,2.235616438,815.9999999,5.455581717,,,,,,,,,
407,6.602,,2.24109589,817.9999999,5.452214628,,,,,,,,,
408,6.597,,2.246575342,819.9999998,5.448860658,,,,,,,,,
409,6.592,,2.252054795,822.0000002,5.445519729,,,,,,,,,
410,6.587,,2.257534247,824.0000002,5.442191765,,,,,,,,,
